TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (0-1)|King mackerel (0-1yr)","King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (0-3yr)|Red grouper (0-3yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
362,3.023809E-05,0.0002636407,0.0001841902,0.001262806,1.833913E-05,0.003377897,0.0001636427,0.004828956,1.579183E-05,0.02041761,0.000931197,0.006565685,0.003363618,0.002089189,0.002156329,0,0.001930826,6.626769E-06,2.252034E-05,0.0001780277,4.869208E-05,0.0003724105,0,0.002179253,1.202993E-09,0.0004416208,2.189003E-05,0.001625245,0.002755843,0.006687611,2.354757E-05,0.004874943,0.01375107,0.0008484093,0.000549523,0.0002519636,0.01600169,0.0008686966,0.0006052748,0.001457199,0.0002925477,0.08722558,0.003261798,0.005474417,0.0001236891,0.00188482,0.145929,1.855006E-05,0.0001200369,0.0002285256,0.001898313,0.3099887,0.3952094,0.1319158,0.02618535,7.522209E-08,0.003263814,0.0003385032,0.001166013,0.1175405,0.04190476,0.1302128,0.06555505,0.01156979,0.02481576,0
363,3.039484E-05,0.0002651095,0.0001858185,0.001263585,1.833878E-05,0.003397563,0.0001639021,0.004819252,1.589958E-05,0.02046189,0.0009366071,0.006584047,0.003690605,0.002090776,0.00205795,0,0.001772321,5.649619E-06,2.130476E-05,0.0001782836,4.124523E-05,0.0003800273,0,0.002089097,1.200476E-09,0.0004409027,2.145447E-05,0.001625525,0.002616095,0.00446486,2.307163E-05,0.004909946,0.01369534,0.0008133068,0.0004940906,0.0002593462,0.01615616,0.0009148031,0.0006085149,0.001415348,0.0002791979,0.08489414,0.00338403,0.005440795,0.000123589,0.001896415,0.1470407,1.844726E-05,0.0001116724,0.0002446463,0.002011094,0.2786391,0.3174937,0.1054383,0.02243558,6.415298E-08,0.002952734,0.0003590515,0.001156106,0.08398008,0.04513611,0.1287885,0.06746562,0.01245791,0.02480231,0
364,3.050085E-05,0.0002665251,0.0001874497,0.001264205,1.833754E-05,0.003413734,0.0001641684,0.004812665,1.598167E-05,0.02048082,0.0009392122,0.006600837,0.003617531,0.002094775,0.001979341,0,0.001617553,6.255039E-06,2.421361E-05,0.0001784699,3.362539E-05,0.0003844613,0,0.001988436,1.197971E-09,0.0004400888,2.09248E-05,0.001625366,0.002482722,0.00289299,2.19379E-05,0.005024635,0.01329319,0.0007657819,0.00044057,0.0002698988,0.01619765,0.000963268,0.0006075307,0.001374686,0.0002558408,0.08607329,0.00350019,0.00561758,0.0001216293,0.001908841,0.1469685,1.837284E-05,0.0001069287,0.000251969,0.00201944,0.2641146,0.2588488,0.08345,0.01981844,6.48557E-08,0.003067842,0.0003606047,0.001149048,0.05529511,0.04261802,0.1280788,0.06870853,0.01322066,0.0250551,0
365,3.058605E-05,0.0002679313,0.0001890178,0.001265298,1.833578E-05,0.003430963,0.0001643417,0.004808991,1.60468E-05,0.02047961,0.0009410431,0.006616211,0.003537026,0.002102546,0.001984813,0,0.001638188,6.566037E-06,2.739008E-05,0.0001784247,3.098478E-05,0.0003860991,0,0.002025107,1.194027E-09,0.0004392308,2.212375E-05,0.001624743,0.002591493,0.008498683,2.425961E-05,0.005222328,0.01337838,0.0007402799,0.0004199675,0.0002804666,0.01609625,0.0008749051,0.0006088744,0.001362617,0.0002460177,0.08813247,0.003601107,0.005769045,0.0001205122,0.001920725,0.1460261,1.811691E-05,0.0001071219,0.0002552883,0.001871573,0.3069834,0.3703348,0.0999263,0.02419003,8.104566E-08,0.003515273,0.0003560969,0.001139798,0.03633178,0.0442088,0.128043,0.06890924,0.0138335,0.0250635,0
366,3.06783E-05,0.0002692988,0.0001903535,0.001266216,1.833319E-05,0.00344553,0.0001644267,0.004808553,1.608873E-05,0.02047333,0.0009435029,0.006630226,0.00369759,0.002107584,0.002026811,0,0.001735392,7.331221E-06,2.575065E-05,0.0001782917,3.310974E-05,0.0003929569,0,0.002122129,1.190456E-09,0.0004383272,2.369593E-05,0.001623652,0.002734427,0.00928817,2.610384E-05,0.005390796,0.01377553,0.0007431489,0.0004383068,0.0002786632,0.01598637,0.0008702643,0.0006135419,0.001372015,0.0002450443,0.08812784,0.00356875,0.005652814,0.000120472,0.001930963,0.1457384,1.791001E-05,0.0001085251,0.0002607181,0.001612169,0.3430857,0.4520777,0.1089815,0.03046691,8.925974E-08,0.003671808,0.0003551328,0.001135643,0.04318692,0.048148,0.1307235,0.06937349,0.01357898,0.02504151,0
367,3.066074E-05,0.0002704326,0.0001914148,0.00126584,1.833067E-05,0.003447294,0.0001643836,0.004823741,1.591853E-05,0.02054881,0.0009368422,0.006635034,0.003206627,0.002113883,0.002026987,0,0.001804125,5.018894E-06,2.245893E-05,0.0001782821,3.582864E-05,0.0004071794,0,0.002163359,1.191979E-09,0.0004374589,2.383548E-05,0.001622816,0.002715359,0.006740562,2.624399E-05,0.005380753,0.01424326,0.0007564225,0.000457247,0.0002631848,0.0158967,0.0009024059,0.0006143539,0.001384607,0.0002442949,0.08617078,0.003437891,0.005479952,0.0001209137,0.001949522,0.1472066,1.826781E-05,0.0001078606,0.0002655263,0.001394199,0.3404057,0.4001764,0.09800842,0.03238929,7.574527E-08,0.003303298,0.0003381943,0.001140779,0.06543822,0.05204733,0.1313589,0.07091042,0.01282967,0.02504345,0
368,3.059727E-05,0.0002716354,0.0001928666,0.001265713,1.832854E-05,0.003450432,0.0001643589,0.004839954,1.578826E-05,0.020636,0.0009253122,0.006597549,0.00262238,0.002121481,0.002027796,0,0.001874414,3.546225E-06,1.858774E-05,0.0001783682,3.851765E-05,0.0004203526,0,0.002182937,1.194482E-09,0.0004368183,2.34815E-05,0.00162234,0.002642048,0.004652496,2.53496E-05,0.005274362,0.0144621,0.0007730389,0.0004771066,0.0002438123,0.01578251,0.000941081,0.0006042206,0.001401075,0.0002399667,0.08333389,0.003277293,0.005276237,0.000121741,0.001970201,0.149062,1.893207E-05,0.0001065231,0.0002533858,0.001287101,0.3241568,0.3346627,0.08485935,0.03084633,6.054751E-08,0.002804545,0.0003174737,0.001152786,0.09194805,0.05344287,0.1165444,0.07314897,0.01185263,0.02485635,0
369,3.048481E-05,0.0002727504,0.0001939906,0.001264706,1.832707E-05,0.003446548,0.0001642614,0.004883618,1.516355E-05,0.02070669,0.0009013664,0.00651873,0.002264677,0.002140711,0.002009538,0,0.001896185,2.39777E-06,1.57791E-05,0.0001785519,4.079722E-05,0.0004334657,0,0.002186931,1.207449E-09,0.0004362861,2.294622E-05,0.001623165,0.002546919,0.003118211,2.379148E-05,0.005138073,0.01446167,0.0007918706,0.0004919498,0.0002243006,0.01566355,0.0009822291,0.0005946161,0.001413131,0.0002354292,0.08034733,0.003117983,0.005101326,0.0001226889,0.002000944,0.1510696,1.979464E-05,0.0001024435,0.0002396589,0.001323981,0.2958016,0.2748034,0.07207433,0.02757966,4.836962E-08,0.002317794,0.0002739615,0.00116923,0.1135922,0.05417652,0.1138313,0.07589362,0.01098474,0.02459633,0
370,3.042528E-05,0.0002739189,0.0001953623,0.001264623,1.832715E-05,0.003448711,0.000164193,0.00489924,1.509834E-05,0.02068152,0.0008875398,0.006439263,0.001997725,0.002152562,0.001992246,0,0.00196379,2.044278E-06,1.337977E-05,0.0001786068,4.220826E-05,0.0004457686,0,0.002179464,1.210005E-09,0.0004360723,2.239233E-05,0.001624163,0.002486338,0.002026877,2.185082E-05,0.005018261,0.0144931,0.0008103235,0.0005179687,0.0002062136,0.01552014,0.001025431,0.000585616,0.001435509,0.0002322591,0.07733686,0.002965174,0.004889906,0.0001237345,0.002020231,0.1524307,2.027184E-05,0.0001016723,0.0002309364,0.001443391,0.2656074,0.2358367,0.06338532,0.02449306,3.960642E-08,0.001882525,0.0002422613,0.001184173,0.1323621,0.05173742,0.09997337,0.07851055,0.01004906,0.02491777,0
371,3.029074E-05,0.0002749341,0.0001961699,0.001264231,1.832821E-05,0.003443773,0.0001640054,0.004897044,1.529008E-05,0.02062899,0.0008874697,0.006422632,0.002121911,0.002163927,0.002001285,0,0.002022628,3.144383E-06,1.70304E-05,0.0001784746,4.423604E-05,0.0004493923,0,0.002275117,1.207581E-09,0.0004357261,2.347967E-05,0.001625287,0.002600979,0.00855425,2.246352E-05,0.005225494,0.01473199,0.0008278447,0.0005412914,0.0002063546,0.01538604,0.0008769874,0.0005803378,0.001446495,0.0002320876,0.07804385,0.002955351,0.004876685,0.0001249308,0.00202973,0.1517904,1.992536E-05,0.0001030342,0.0002165688,0.001425259,0.2892579,0.3528129,0.08062126,0.02712724,4.209E-08,0.002071394,0.0002307392,0.00119225,0.1419416,0.0506015,0.09304004,0.07854633,0.00987887,0.0249675,0
372,3.023101E-05,0.0002760038,0.0001969086,0.001264093,1.832978E-05,0.003444305,0.0001638246,0.004887293,1.554502E-05,0.02057859,0.0008924584,0.006431803,0.002402513,0.002173722,0.0020314,0,0.002060448,4.357811E-06,2.036915E-05,0.000178253,4.457257E-05,0.0004529323,0,0.002379278,1.204713E-09,0.0004353043,2.543249E-05,0.001626566,0.00273607,0.01182591,2.55096E-05,0.005439751,0.0150522,0.000843357,0.0005559342,0.0002129113,0.01527634,0.0007798515,0.000576681,0.001444295,0.0002346253,0.07991723,0.003028421,0.004985015,0.0001258739,0.002032078,0.1506768,1.922557E-05,0.0001047888,0.0002062367,0.001173958,0.3261844,0.4641073,0.09463894,0.03068713,6.011233E-08,0.002568709,0.0002321779,0.001189692,0.1449907,0.05117997,0.0914638,0.07778523,0.01038412,0.02488253,0
373,1.95951E-05,0.0002972793,0.0001404271,0.001264153,1.532166E-05,0.003150658,0.0001637314,0.004875009,1.576571E-05,0.02053453,0.0008989117,0.00644838,0.002736347,0.001631844,0.0024776,0,0.002320354,5.738191E-06,1.785768E-05,0.000178166,4.168967E-05,0.0001953278,0,0.003557956,1.202564E-09,0.0004287541,2.241202E-05,0.001627706,0.002677031,0.009445667,2.51828E-05,0.007935579,0.02635778,0.0006232099,0.0005319917,0.0002217867,0.0153422,0.0007692312,0.000577165,0.001416262,0.0002355281,0.07986854,0.003141066,0.005010727,0.0001340634,0.003418522,0.1507785,1.868028E-05,0.0001060547,0.0002077829,0.000844064,0.3186604,0.4391561,0.09106009,0.03117226,7.835354E-08,0.002913439,0.0002463718,0.001180388,0.1017693,0.09102032,0.06128812,0.09178902,0.01116515,0.02491383,0
374,1.962567E-05,0.0002984992,0.0001414145,0.001264667,1.532246E-05,0.003162337,0.0001638567,0.004863349,1.593322E-05,0.02052362,0.0009057304,0.006466273,0.003023164,0.00164447,0.002389222,0,0.002143659,5.622634E-06,1.689681E-05,0.0001783002,3.75323E-05,0.0002011401,0,0.003367509,1.200274E-09,0.0004281393,2.213222E-05,0.001628445,0.00255983,0.006750138,2.506684E-05,0.008016407,0.02548637,0.0006038392,0.0004877131,0.0002309666,0.01548563,0.0007875098,0.0005815998,0.001379694,0.0002325869,0.07833866,0.003268802,0.004996414,0.0001336869,0.003388669,0.1519349,1.844304E-05,0.0001021801,0.000219341,0.0006848078,0.2893161,0.3632734,0.07708982,0.02878845,7.322669E-08,0.002899758,0.0002676944,0.001168645,0.07327275,0.07574096,0.06740186,0.09247891,0.01205897,0.02495521,0
375,1.969948E-05,0.0002997139,0.0001425303,0.001265182,1.532252E-05,0.003177358,0.000164098,0.004854054,1.605801E-05,0.0205285,0.0009120302,0.006483675,0.003289656,0.001659934,0.002303902,0,0.001964098,5.255181E-06,1.693172E-05,0.0001785399,3.166179E-05,0.000205603,0,0.00316781,1.196924E-09,0.0004274623,2.175817E-05,0.001628659,0.00244105,0.004733216,2.418102E-05,0.008082162,0.02401972,0.0005769681,0.0004393472,0.0002428319,0.01562092,0.0008136458,0.000586355,0.001341676,0.0002251843,0.0784812,0.003398171,0.005129571,0.000132374,0.003354514,0.1531838,1.844965E-05,9.780601E-05,0.0002330174,0.0006933506,0.2481314,0.2946113,0.06479707,0.02525171,6.452463E-08,0.002754177,0.0002909612,0.001157379,0.04995741,0.06103847,0.06954519,0.09302885,0.01292725,0.02492421,0
376,1.975262E-05,0.0003009014,0.0001436236,0.001265897,1.532212E-05,0.003192836,0.0001642765,0.004847579,1.615267E-05,0.02051388,0.0009171821,0.006500008,0.003237155,0.001678691,0.002287097,0,0.00192062,5.831143E-06,1.826507E-05,0.000178554,2.98868E-05,0.0002085766,0,0.003111615,1.192557E-09,0.0004267112,2.235879E-05,0.001628309,0.002492113,0.006431964,2.449577E-05,0.008313276,0.02305246,0.0005637978,0.0004093548,0.0002540451,0.01558571,0.0007890632,0.0005905954,0.001312114,0.0002214657,0.08024526,0.00351478,0.005312209,0.0001317017,0.00332105,0.1529589,1.8316E-05,9.817305E-05,0.0002406373,0.0008190817,0.2294007,0.3575536,0.07640067,0.02659466,7.900045E-08,0.003127027,0.0003150403,0.00114511,0.035345,0.05734422,0.07452403,0.09184904,0.01364841,0.02494043,0
377,1.982282E-05,0.0003020581,0.0001446748,0.001266627,1.532061E-05,0.003207541,0.0001643712,0.004843594,1.622505E-05,0.02049379,0.0009220025,0.006515183,0.003256735,0.00169705,0.002312772,0,0.002025205,6.648755E-06,1.914139E-05,0.0001784281,3.199878E-05,0.0002127937,0,0.003224045,1.188144E-09,0.0004259267,2.401069E-05,0.001627391,0.002671474,0.008259321,2.58641E-05,0.008541991,0.02252579,0.0005660881,0.0004156194,0.0002651502,0.01549059,0.0007696591,0.00059531,0.001312626,0.0002212662,0.08242404,0.003598219,0.005439156,0.0001313065,0.003289507,0.1519618,1.809452E-05,9.977844E-05,0.0002472882,0.0007690187,0.2350099,0.4709467,0.09164123,0.02969247,1.004201E-07,0.003665316,0.0003316281,0.00113345,0.03581192,0.06164229,0.0804864,0.08990218,0.0141227,0.02486736,0
378,1.986822E-05,0.0003031242,0.0001456192,0.001267116,1.531844E-05,0.003218621,0.0001644217,0.00484215,1.627839E-05,0.0204757,0.0009267653,0.00652934,0.003359445,0.001713039,0.002360444,0,0.00213678,7.929244E-06,1.863421E-05,0.0001782488,3.62216E-05,0.0002177885,0,0.003330036,1.184257E-09,0.0004251296,2.562762E-05,0.001625965,0.002871774,0.007945271,2.67128E-05,0.008735817,0.02223299,0.0005756883,0.0004392206,0.0002747889,0.0153837,0.00077705,0.000601345,0.001327352,0.0002255397,0.08407173,0.003608802,0.005420186,0.0001311649,0.003260031,0.1510432,1.79678E-05,0.0001017553,0.0002554644,0.0005274423,0.2473347,0.5748999,0.1055657,0.03290341,1.211285E-07,0.004169466,0.0003462754,0.001126993,0.05394193,0.06562934,0.08746009,0.08808973,0.01413063,0.0247588,0
379,1.980658E-05,0.0003039453,0.0001464118,0.001266565,1.531594E-05,0.003218833,0.0001643505,0.004848868,1.627909E-05,0.02048757,0.0009275264,0.006532681,0.003210904,0.001726307,0.00239001,0,0.002245508,6.070741E-06,1.591019E-05,0.0001781545,3.948571E-05,0.0002274682,0,0.003325058,1.182457E-09,0.000424381,2.576033E-05,0.0016245,0.002874949,0.005741515,2.60862E-05,0.008685519,0.02203955,0.0005882012,0.0004680871,0.0002624454,0.01526976,0.000795223,0.0006041366,0.0013476,0.0002262726,0.08265661,0.003491583,0.005261458,0.0001310455,0.003238556,0.1522709,1.82998E-05,0.0001037999,0.0002608986,0.0003479927,0.2201102,0.5398301,0.1005208,0.03287734,1.042952E-07,0.003879952,0.0003431465,0.001130735,0.08090618,0.06815504,0.09320331,0.08811416,0.01327426,0.02508269,0
380,1.972272E-05,0.0003046585,0.0001472674,0.0012657,1.531374E-05,0.003217852,0.0001642399,0.004870238,1.599783E-05,0.0205303,0.0009156077,0.006507459,0.002884742,0.00174355,0.002386857,0,0.002309864,3.864243E-06,1.310108E-05,0.0001782063,4.176332E-05,0.0002369972,0,0.003273872,1.187461E-09,0.0004237836,2.532792E-05,0.001623626,0.002784112,0.003916902,2.469792E-05,0.008456354,0.0215949,0.0006020613,0.0004892555,0.0002435211,0.01514199,0.0008181465,0.0005988308,0.001364912,0.0002255653,0.0801919,0.003338196,0.005079458,0.0001312032,0.003236078,0.1543137,1.912988E-05,0.0001029757,0.0002527879,0.0002830221,0.1821686,0.4644027,0.08736736,0.03047305,8.20945E-08,0.003379959,0.0003148975,0.001142902,0.107901,0.06867533,0.0981039,0.08936439,0.01223427,0.02506331,0
381,1.961625E-05,0.0003054218,0.0001480675,0.00126447,1.531209E-05,0.003211695,0.0001641363,0.004923112,1.521261E-05,0.0205731,0.0008915444,0.00641729,0.002388641,0.001770181,0.00236369,0,0.002330671,2.383268E-06,1.082459E-05,0.0001783874,4.438125E-05,0.0002459885,0,0.003209396,1.202198E-09,0.0004234621,2.473286E-05,0.001624156,0.002671758,0.002591778,2.280942E-05,0.008193593,0.02072235,0.0006172959,0.0005028941,0.0002239617,0.01500635,0.0008479189,0.00059167,0.001378204,0.0002208449,0.07747242,0.003179363,0.004913682,0.0001311734,0.003253163,0.1567874,2.013081E-05,9.934853E-05,0.0002423924,0.0002995421,0.1460741,0.3840278,0.07499543,0.02724037,6.252849E-08,0.002851098,0.0002731087,0.001160489,0.1277796,0.06666712,0.1013523,0.09132017,0.01127634,0.02478384,0
382,1.95925E-05,0.0003062656,0.0001490905,0.001264232,1.531159E-05,0.003214441,0.0001640735,0.004939168,1.516476E-05,0.02050971,0.0008806501,0.006338411,0.002160869,0.001788942,0.002335198,0,0.00240283,2.990384E-06,9.2555E-06,0.0001784083,4.671091E-05,0.0002546694,0,0.003132005,1.202934E-09,0.0004234382,2.414709E-05,0.001624692,0.002635093,0.001695491,2.067829E-05,0.008038618,0.02022084,0.0006317733,0.0005310299,0.0002073218,0.01493,0.0008784707,0.000586366,0.001409576,0.000217288,0.07492065,0.003039448,0.004690472,0.0001314045,0.003251296,0.1587069,2.062882E-05,9.907453E-05,0.000234994,0.0003566653,0.1216332,0.3362831,0.07202695,0.02482704,4.769993E-08,0.002377249,0.0002412636,0.001175766,0.1471559,0.06339682,0.09722891,0.09274031,0.01022481,0.02510061,0
383,1.954568E-05,0.0003071363,0.0001499312,0.001264249,1.531208E-05,0.003216196,0.0001640074,0.0049372,1.545611E-05,0.02048648,0.0008823265,0.006330108,0.002248941,0.001807373,0.002342534,0,0.002462726,4.163795E-06,1.178527E-05,0.0001782696,4.821082E-05,0.0002586885,0,0.003230662,1.199937E-09,0.0004232673,2.515908E-05,0.00162546,0.002758625,0.006525438,2.04365E-05,0.008279146,0.01998529,0.0006455244,0.0005542887,0.0002090531,0.01482089,0.0007987522,0.0005815399,0.001424512,0.0002196655,0.07586372,0.003047311,0.004691664,0.0001318916,0.003240099,0.1586082,2.030264E-05,0.0001009634,0.0002180107,0.0003791612,0.1341865,0.4465648,0.0884387,0.02646555,5.707689E-08,0.002653915,0.0002461069,0.001185433,0.1567308,0.06503453,0.09538947,0.09162659,0.01008932,0.02517143,0
384,1.949242E-05,0.0003079711,0.0001505992,0.001264117,1.531351E-05,0.003217631,0.0001639069,0.004926932,1.577063E-05,0.02046549,0.0008884418,0.006347342,0.002443018,0.001824123,0.002371282,0,0.00248155,5.649106E-06,1.3998E-05,0.0001780515,4.906178E-05,0.0002625163,0,0.00335138,1.196204E-09,0.0004230643,2.690036E-05,0.001626465,0.002850554,0.009161621,2.226889E-05,0.008546079,0.02000867,0.000658098,0.0005633141,0.0002170305,0.01471253,0.0007464581,0.0005776245,0.001419827,0.0002263844,0.07796576,0.003129112,0.004824631,0.0001322545,0.00322133,0.157966,1.966947E-05,0.000103265,0.0002029118,0.0003132203,0.1442314,0.5887622,0.1048797,0.02876224,8.063439E-08,0.003229551,0.000265312,0.00118376,0.1606798,0.06720005,0.09657369,0.0897778,0.01065103,0.02511234,0
385,3.083379E-05,0.000340305,0.00017206,0.001264168,1.94859E-05,0.003222103,0.0001638282,0.004913874,1.601557E-05,0.02044165,0.0008955087,0.006369371,0.002661185,0.001816822,0.001957824,0,0.003171314,7.851686E-06,1.710801E-05,0.0001779101,4.896239E-05,0.0003099492,0,0.004338577,1.192956E-09,0.0004249609,1.389454E-05,0.00162742,0.002808193,0.008372867,2.307847E-05,0.008890517,0.01548284,0.001035724,0.0005456412,0.0002283659,0.01470155,0.0007333933,0.0005766937,0.001395452,0.0002293211,0.07999396,0.003242009,0.005022942,0.0001377024,0.001790345,0.1579542,1.918849E-05,0.000105593,0.000202122,0.0002333765,0.09706403,0.520761,0.08710604,0.02410574,1.031556E-07,0.003760634,0.0002894572,0.001174868,0.1452945,0.05942006,0.2149823,0.08782203,0.0114523,0.02508002,0
386,3.085942E-05,0.000341185,0.0001728196,0.001264025,1.94871E-05,0.003229779,0.0001637676,0.004901136,1.619026E-05,0.02042235,0.0009024531,0.006390594,0.002826716,0.001828048,0.001947563,0,0.002997823,9.959456E-06,1.758066E-05,0.000177832,4.836921E-05,0.0003140109,0,0.004191048,1.189872E-09,0.0004244995,1.400251E-05,0.001628043,0.00270235,0.006798463,2.332683E-05,0.009079457,0.01588248,0.001030511,0.000512341,0.0002405599,0.01469865,0.0007323755,0.0005790985,0.001361367,0.0002275096,0.08228511,0.003365544,0.005269419,0.0001376833,0.001796627,0.1581799,1.891709E-05,0.0001073155,0.0002093018,0.0002420919,0.07977964,0.493819,0.08514654,0.024138,1.234088E-07,0.004320665,0.0003026928,0.001162752,0.1210575,0.06209411,0.2085431,0.08662944,0.01228822,0.02512796,0
387,3.097892E-05,0.0003421707,0.0001738413,0.001264538,1.948732E-05,0.003245621,0.0001638036,0.004890157,1.631526E-05,0.02040813,0.000908987,0.006409966,0.002948021,0.001838226,0.001952083,0,0.002829703,1.156598E-05,1.779155E-05,0.0001777627,4.828451E-05,0.000316935,0,0.004061675,1.186132E-09,0.0004239173,1.409266E-05,0.001628148,0.00260898,0.005613399,2.315537E-05,0.009262854,0.01629474,0.001016452,0.0004758832,0.0002528469,0.01467195,0.0007342342,0.0005833509,0.001328707,0.0002256524,0.08500346,0.003488927,0.005535714,0.0001376658,0.001808789,0.1582701,1.877461E-05,0.0001090756,0.0002202649,0.0002901858,0.06950916,0.4504584,0.08258936,0.02407345,1.434419E-07,0.004920013,0.0003214697,0.001149364,0.09794424,0.06376495,0.2051536,0.08548451,0.01307935,0.02518574,0
388,3.108798E-05,0.000343184,0.0001749446,0.001265265,1.948657E-05,0.003260609,0.0001638468,0.004881618,1.640778E-05,0.0203943,0.0009149177,0.006427529,0.003038941,0.001847939,0.001989765,0,0.002860171,1.282996E-05,1.825168E-05,0.000177607,5.11068E-05,0.0003202403,0,0.004142237,1.181763E-09,0.000423253,1.488286E-05,0.001627672,0.002716279,0.005714412,2.374406E-05,0.009463353,0.01672054,0.001009126,0.0004647003,0.0002650694,0.0145789,0.0007376289,0.0005878521,0.001327338,0.0002303571,0.08766711,0.003605001,0.005741355,0.0001377271,0.001822006,0.1573651,1.864519E-05,0.0001111903,0.0002317417,0.000332209,0.08516552,0.4776421,0.09404757,0.02597089,1.645421E-07,0.005551555,0.0003439673,0.001135846,0.08477484,0.06491841,0.2063116,0.08392116,0.01377509,0.02509793,0
389,3.124651E-05,0.0003440914,0.0001758956,0.001265556,1.948476E-05,0.003273268,0.0001638309,0.004875355,1.647791E-05,0.02038231,0.0009204657,0.006443556,0.003133962,0.001856357,0.002042989,0,0.002961263,1.433957E-05,1.844151E-05,0.0001773863,5.421591E-05,0.000324078,0,0.004249715,1.177166E-09,0.0004225339,1.594104E-05,0.001626632,0.002911296,0.005453503,2.413318E-05,0.00965725,0.01713893,0.001010023,0.0004781754,0.0002773527,0.01446869,0.0007442046,0.0005928892,0.001344087,0.0002389922,0.09032578,0.003689438,0.005880552,0.0001378842,0.001834586,0.1560607,1.857926E-05,0.0001132285,0.0002434395,0.0003284387,0.09331556,0.5344452,0.1086374,0.02799438,1.837534E-07,0.00614393,0.0003581634,0.001124664,0.08387734,0.0657855,0.2105874,0.08222392,0.01422815,0.02496067,0
390,3.136243E-05,0.0003448583,0.0001767733,0.001265535,1.948228E-05,0.003283572,0.0001637575,0.004874388,1.652626E-05,0.0203811,0.0009256562,0.006458672,0.003334468,0.001861898,0.002103622,0,0.003075066,1.542232E-05,1.627762E-05,0.0001771634,5.802086E-05,0.0003305706,0,0.004330017,1.173048E-09,0.0004217938,1.683637E-05,0.001625123,0.003092011,0.004600095,2.340219E-05,0.009813769,0.01752223,0.001014829,0.0005067185,0.0002736598,0.01436502,0.0007672684,0.0005993195,0.001370659,0.0002504499,0.0906775,0.003640072,0.005754534,0.0001379865,0.001846151,0.1560843,1.866112E-05,0.0001151796,0.000256422,0.0002691645,0.09150753,0.6124042,0.1240325,0.03002426,1.723095E-07,0.005988085,0.0003654866,0.001122142,0.09694587,0.06624215,0.2149039,0.08127986,0.01387437,0.02492386,0
